#StageId,LayerNo,GroupId,PosId,ItemId,ItemNum,MaxItemNum,Quality,IsHidden,DropChance
1,0,303,14,7970,0,4,0,False,1
1,0,333,0,7859,2,2,0,False,1
1,0,333,1,9066,1,1,0,False,1
1,0,333,1,7790,6,9,0,False,1
1,0,331,4,18663,4,4,0,False,1
1,0,331,5,7804,2,4,0,False,1
1,0,331,6,7899,1,4,0,False,1
1,0,331,6,7848,1,3,0,False,1
1,0,331,7,7999,2,4,0,False,1
1,0,331,8,7999,1,3,0,False,1
1,0,301,0,9423,0,3,1,False,1
1,0,301,0,7790,15,19,0,False,1
1,0,302,5,7977,1,3,0,False,1
1,0,302,5,9065,1,2,0,False,1
1,0,302,6,7977,1,3,0,False,1
1,0,302,6,9065,0,3,0,False,1
1,0,303,15,7865,2,3,0,False,1
1,0,303,15,7760,1,3,0,False,1
1,0,303,16,7863,2,3,0,False,1
1,0,303,16,7857,1,2,0,False,1
1,0,303,18,7863,2,3,0,False,1
1,0,303,18,7859,0,1,1,False,1
1,0,303,19,7804,1,2,0,False,1
1,0,303,20,7969,2,3,0,False,1
1,0,303,20,7970,1,2,0,False,1
1,0,333,2,7859,0,2,1,False,1
1,0,333,2,9396,3,5,0,False,1
1,0,333,3,7859,0,2,0,False,1
1,0,333,3,7857,1,2,0,False,1
1,0,333,4,9429,1,1,0,False,1
1,0,333,4,7790,8,10,0,False,1
1,0,333,5,35,1,5,0,False,1
1,0,333,5,1351,1,4,0,False,1
1,0,333,6,7790,20,22,0,False,1
1,0,295,1,7790,19,21,0,False,1
1,0,295,1,9395,1,3,0,False,1
1,0,301,1,9429,1,1,0,False,1
1,0,301,1,7790,8,10,0,False,1
1,0,301,2,7825,1,3,0,False,1
1,0,301,2,7852,0,2,1,False,1
1,0,301,3,7999,1,4,0,False,1
1,0,301,3,7995,0,1,0,False,1
1,0,301,4,9425,1,3,0,False,1
1,0,301,4,7790,0,8,0,False,1
1,0,301,4,35,1,5,0,False,1
1,0,294,0,7961,0,2,0,False,1
1,0,294,0,7969,0,2,0,False,1
1,0,294,1,7961,1,2,0,False,1
1,0,294,1,7968,2,3,0,False,1
1,0,294,1,7970,0,3,0,False,1
1,0,294,2,7963,2,3,0,False,1
1,0,294,2,7969,1,2,0,False,1
1,0,293,0,7825,1,3,0,False,1
1,0,293,0,7848,0,2,1,False,1
1,0,293,1,7825,1,2,0,False,1
1,0,293,1,7852,0,1,1,False,1
1,0,294,3,7969,1,3,0,False,1
1,0,294,3,7970,1,4,0,False,1
1,0,294,4,7968,2,3,0,False,1
1,0,294,4,7969,0,3,0,False,1
1,0,294,5,7963,1,3,0,False,1
1,0,294,5,7969,0,3,0,False,1
1,0,297,0,7790,40,45,0,False,1
1,0,297,1,7790,10,12,0,False,1
1,0,297,1,9374,1,2,0,False,1
1,0,296,0,7831,1,3,0,False,1
1,0,296,0,7871,0,1,0,False,1
1,0,296,0,9384,1,3,0,False,1
1,0,296,1,7871,1,3,0,False,1
1,0,293,2,9429,1,1,0,False,1
1,0,293,2,7552,0,2,1,False,1
1,0,292,0,7790,10,13,0,False,1
1,0,292,1,7825,2,3,0,False,1
1,0,292,1,7852,0,1,0,False,1
1,0,292,2,7969,0,2,0,False,1
1,0,292,2,7970,1,3,0,False,1
1,0,292,3,7825,2,4,0,False,1
1,0,292,4,7771,1,2,0,False,1
1,0,292,4,7787,1,2,0,False,1
1,0,292,5,7771,2,4,0,False,1
1,0,292,5,7768,1,2,0,False,1
1,0,294,6,7961,1,3,0,False,1
1,0,294,6,7966,1,1,0,False,1
1,0,294,7,7969,1,3,0,False,1
1,0,294,7,7963,1,2,0,False,1
1,0,294,8,7974,2,3,0,False,1
1,0,294,8,9064,0,3,0,False,1
1,0,294,8,7990,0,2,0,False,1
1,0,294,9,7975,0,2,0,False,1
1,0,294,9,7990,1,2,0,False,1
1,0,294,10,9064,1,2,0,False,1
1,0,294,10,7990,1,3,0,False,1
1,0,294,11,7974,0,3,0,False,1
1,0,294,11,7975,1,2,0,False,1
1,0,294,11,7990,0,4,0,False,1
1,0,268,0,7771,1,5,0,False,1
1,0,268,0,9397,1,2,0,False,1
1,0,298,0,9065,0,2,0,False,1
1,0,298,0,7975,3,5,0,False,1
1,0,297,2,7979,2,2,0,False,1
1,0,297,2,9065,1,1,0,False,1
1,0,297,3,7979,2,2,0,False,1
1,0,297,3,9065,1,1,0,False,1
1,0,297,4,8007,0,3,0,False,1
1,0,297,4,7790,4,8,0,False,1
1,0,296,2,7856,2,2,0,False,1
1,0,296,2,7871,0,1,0,False,1
1,0,292,6,7798,2,4,0,False,1
1,0,292,6,7937,0,1,1,False,1
1,0,292,7,7798,2,3,0,False,1
1,0,292,7,1074,1,2,0,False,1
1,0,294,12,7961,2,3,0,False,1
1,0,294,12,7969,0,3,0,False,1
1,0,268,1,7966,1,4,0,False,1
1,0,268,1,7970,0,3,0,False,1
1,0,268,2,7768,1,4,0,False,1
1,0,268,2,10987,1,2,0,False,1
1,0,268,3,7771,1,3,0,False,1
1,0,268,3,7804,0,1,1,False,1
1,0,268,4,7966,0,3,0,False,1
1,0,268,4,7970,2,3,0,False,1
1,0,298,1,7825,1,2,0,False,1
1,0,298,1,7831,0,3,1,False,1
1,0,298,2,7825,2,3,0,False,1
1,0,298,2,7831,0,2,1,False,1
1,0,298,3,7982,3,4,0,False,1
1,0,298,3,9065,1,1,0,False,1
1,0,297,5,7976,2,5,0,False,1
1,0,297,5,7990,1,3,0,False,1
1,0,298,4,9065,1,2,0,False,1
1,0,298,4,7990,1,3,0,False,1
1,0,297,6,7963,2,3,0,False,1
1,0,297,6,9059,1,3,0,False,1
1,0,297,6,9159,0,1,0,False,1
1,0,297,7,7790,8,10,0,False,1
1,0,297,7,8009,0,2,0,False,1
1,0,297,8,61,1,3,0,False,1
1,0,297,8,7729,0,1,1,False,1
1,0,297,9,7963,0,3,0,False,1
1,0,297,9,9059,1,2,0,False,1
1,0,297,9,9159,1,3,0,False,1
1,0,296,3,7979,2,3,0,False,1
1,0,296,3,9065,1,3,0,False,1
1,0,297,10,7963,2,3,0,False,1
1,0,297,10,9059,0,3,1,False,1
1,0,296,4,9429,1,1,0,False,1
1,0,296,4,8002,1,3,0,False,1
1,0,296,5,9059,2,4,0,False,1
1,0,292,8,7995,2,4,0,False,1
1,0,292,8,7994,2,3,0,False,1
1,0,268,5,7963,1,4,0,False,1
1,0,268,5,7966,1,2,0,False,1
1,0,268,6,7963,2,3,0,False,1
1,0,268,6,7966,1,4,0,False,1
1,0,268,7,61,1,4,0,False,1
1,0,268,7,9064,1,3,0,False,1
1,0,268,8,9064,1,4,0,False,1
1,0,268,8,7790,15,17,0,False,1
1,0,296,6,9065,1,3,0,False,1
1,0,296,6,7990,1,2,0,False,1
1,0,296,7,7790,3,5,0,False,1
1,0,296,7,9413,0,2,1,False,1
1,0,297,11,9059,1,4,0,False,1
1,0,297,11,9159,0,1,1,False,1
1,0,296,8,9159,0,2,1,False,1
1,0,296,8,9059,2,3,0,False,1
1,0,291,0,7790,34,35,0,False,1
1,0,291,0,9425,1,4,0,False,1
1,0,291,1,9064,1,3,0,False,1
1,0,291,1,7990,1,2,0,False,1
1,0,291,2,7979,2,3,0,False,1
1,0,291,2,9064,1,2,0,False,1
1,0,291,3,9064,0,3,0,False,1
1,0,291,3,7990,1,2,0,False,1
1,0,291,4,9064,0,5,0,False,1
1,0,291,4,7990,1,3,0,False,1
1,0,329,0,7791,5,6,0,False,1
1,0,329,0,7829,0,3,0,False,1
1,0,268,9,7979,2,2,0,False,1
1,0,268,10,19508,9,9,0,False,1
1,0,268,11,7979,2,4,0,False,1
1,0,268,11,17959,1,1,0,False,0.3
1,0,329,1,7789,1,50,0,False,1
1,0,329,1,7990,1,3,0,False,1
1,0,329,2,9064,1,3,0,False,1
1,0,329,2,7990,1,4,0,False,1
1,0,268,12,9413,1,3,0,False,1
1,0,268,12,7552,1,6,0,False,1
1,0,268,13,7976,2,2,0,False,1
1,0,268,14,9066,1,1,0,False,1
1,0,268,14,19508,8,8,0,False,1
1,0,267,0,19508,8,8,0,False,1
1,0,267,1,19508,8,8,0,False,1
1,0,329,3,7975,3,4,0,False,1
1,0,329,3,9064,1,2,0,False,1
1,0,329,4,7791,2,3,0,False,1
1,0,329,5,43,0,3,0,False,1
1,0,329,5,34,4,7,0,False,1
1,0,329,6,7790,30,31,0,False,1
1,0,329,7,7851,1,3,0,False,1
1,0,329,7,7790,29,30,0,False,1
1,0,268,15,55,1,5,0,False,1
1,0,268,15,9381,0,3,1,False,1
1,0,267,2,7976,3,3,0,False,1
1,0,329,8,7979,2,3,0,False,1
1,0,329,8,7975,0,3,0,False,1
1,0,269,0,7979,1,2,0,False,1
1,0,269,0,7978,0,1,0,False,1
1,0,269,1,7962,1,4,0,False,1
1,0,269,1,7966,1,2,0,False,1
1,0,269,2,7961,1,2,0,False,1
1,0,269,2,7966,1,2,0,False,1
1,0,269,3,7962,2,3,0,False,1
1,0,269,3,7966,1,3,0,False,1
1,0,269,4,7790,17,20,0,False,1
1,0,269,4,37,1,2,0,False,1
1,0,269,5,35,1,3,0,False,1
1,0,269,5,7791,3,4,0,False,1
1,0,269,6,7962,2,3,0,False,1
1,0,269,6,7968,1,2,0,False,1
1,0,269,7,7962,0,3,0,False,1
1,0,269,7,7968,1,3,0,False,1
1,0,269,8,7865,2,3,0,False,1
1,0,269,8,7809,1,2,0,False,1
1,0,269,9,7865,2,3,0,False,1
1,0,269,10,7865,1,3,0,False,1
1,0,269,10,7787,0,0,0,False,1
1,0,266,0,9429,1,1,0,False,1
1,0,266,0,7790,36,40,0,False,1
1,0,266,0,35,0,2,1,False,1
1,0,266,1,7936,2,2,0,False,1
1,0,266,2,7936,1,2,0,False,1
1,0,266,2,7937,0,1,1,False,1
1,0,267,3,7961,1,2,0,False,1
1,0,267,3,7968,1,3,0,False,1
1,0,267,4,8002,1,3,0,False,1
1,0,267,4,8007,0,1,1,False,1
1,0,267,4,8010,0,1,1,False,1
1,0,267,5,7790,1,4,0,False,1
1,0,267,6,7961,2,2,0,False,1
1,0,267,6,7966,1,2,0,False,1
1,0,266,3,7825,1,2,0,False,1
1,0,266,3,8017,1,2,1,False,1
1,0,266,4,7897,1,3,0,False,1
1,0,267,7,7962,1,3,0,False,1
1,0,267,7,7968,2,3,0,False,1
1,0,267,8,7865,1,3,0,False,1
1,0,266,5,7961,2,2,0,False,1
1,0,266,5,7968,1,3,0,False,1
1,0,266,6,7961,1,2,0,False,1
1,0,266,6,7966,1,3,0,False,1
1,0,266,7,7961,1,2,0,False,1
1,0,266,7,7966,1,3,0,False,1
1,0,266,8,7976,2,3,0,False,1
1,0,266,8,7978,1,3,0,False,1
1,0,266,9,7980,2,3,0,False,1
1,0,266,9,7974,0,3,0,False,1
1,0,266,10,7980,1,2,0,False,1
1,0,266,10,7974,0,1,0,False,1
1,0,266,11,7825,1,3,0,False,1
1,0,266,11,8017,1,1,0,False,1
1,0,266,12,7961,1,2,0,False,1
1,0,266,12,7968,1,4,0,False,1
1,0,266,13,7980,1,4,0,False,1
1,0,266,14,9418,3,3,0,False,1
1,0,266,14,7790,28,32,0,False,1
1,0,327,0,7962,2,2,0,False,1
1,0,327,0,7969,0,2,1,False,1
1,0,261,0,7843,1,1,0,False,1
1,0,261,0,7844,0,2,0,False,1
1,0,261,1,7824,2,3,0,False,1
1,0,261,2,7843,1,1,0,False,1
1,0,261,2,35,1,3,0,False,1
1,0,261,2,7791,1,5,0,False,1
1,0,261,3,15984,3,5,0,False,1
1,0,261,3,7791,0,2,0,False,1
1,0,261,4,7843,1,2,0,False,1
1,0,261,4,7844,1,1,0,False,1
1,0,272,0,7977,3,4,0,False,1
1,0,272,1,7961,2,4,0,False,1
1,0,272,1,7966,1,2,0,False,1
1,0,311,0,7989,2,2,0,False,1
1,0,311,1,7989,1,1,0,False,1
1,0,311,1,7976,1,1,0,False,1
1,0,311,2,7989,1,3,0,False,1
1,0,259,0,36,0,2,0,False,1
1,0,259,0,55,2,2,0,False,1
1,0,272,2,7975,2,4,0,False,1
1,0,272,2,7978,1,3,0,False,1
1,0,272,2,17959,0,2,1,False,1
1,0,272,3,7961,4,4,0,False,1
1,0,272,4,7975,2,4,0,False,1
1,0,272,4,17959,0,1,1,False,1
1,0,272,4,7976,1,3,0,False,1
1,0,272,5,7790,4,6,0,False,1
1,0,272,6,7790,1,3,0,False,1
1,0,272,6,34,1,3,0,False,1
1,0,271,0,7785,2,3,0,False,1
1,0,271,0,7875,0,2,1,False,1
1,0,271,0,7790,2,3,0,False,1
1,0,261,5,8016,0,2,0,False,1
1,0,261,5,7843,1,1,0,False,1
1,0,261,6,7843,1,2,0,False,1
1,0,261,6,8016,2,2,0,False,1
1,0,261,7,7824,1,1,0,False,1
1,0,261,8,7824,1,2,0,False,1
1,0,311,3,55,2,2,0,False,1
1,0,311,3,34,1,3,0,False,1
1,0,259,1,7961,1,2,0,False,1
1,0,259,2,34,0,5,0,False,1
1,0,259,2,7951,1,2,0,False,1
1,0,259,2,7790,2,2,0,False,1
1,0,259,3,7974,1,1,0,False,1
1,0,259,4,7974,1,3,0,False,1
1,0,259,5,7974,1,2,0,False,1
1,0,259,6,36,0,1,0,False,1
1,0,259,6,55,1,3,0,False,1
1,0,272,7,7791,6,7,0,False,1
1,0,272,7,34,0,1,0,False,1
1,0,272,8,9410,1,2,0,False,1
1,0,272,8,7997,0,3,0,False,1
1,0,272,9,7820,1,2,0,False,1
1,0,272,9,9397,0,1,0,False,1
1,0,272,10,7977,1,3,0,False,1
1,0,272,10,7978,1,1,0,False,1
1,0,272,11,7977,3,4,0,False,1
1,0,272,12,7961,4,4,0,False,1
1,0,272,13,7977,3,5,0,False,1
1,0,271,1,7961,4,4,0,False,1
1,0,271,2,7963,0,2,0,False,1
1,0,271,2,7964,1,2,0,False,1
1,0,271,3,7975,2,3,0,False,1
1,0,271,3,7978,0,2,0,False,1
1,0,271,4,7791,0,2,0,False,1
1,0,271,4,7865,1,2,0,False,1
1,0,271,5,7961,1,2,0,False,1
1,0,271,5,7964,1,3,0,False,1
1,0,271,6,7968,1,2,0,False,1
1,0,271,7,7978,1,3,0,False,1
1,0,271,7,7974,4,5,0,False,1
1,0,271,8,7830,1,3,0,False,1
1,0,271,8,7785,1,2,0,False,1
1,0,271,9,11003,0,1,1,False,1
1,0,271,9,7791,1,3,0,False,1
1,0,261,9,7843,1,2,0,False,1
1,0,261,9,7844,1,1,0,False,1
1,0,261,9,7813,1,1,0,False,0.5
1,0,261,10,7843,2,2,0,False,1
1,0,261,11,7843,1,1,0,False,1
1,0,261,12,7844,1,3,0,False,1
1,0,261,13,7843,1,2,0,False,1
1,0,311,4,7974,1,2,0,False,1
1,0,311,5,7974,1,1,0,False,1
1,0,311,6,55,4,5,0,False,1
1,0,259,7,36,1,1,0,False,1
1,0,259,7,55,1,1,0,False,1
1,0,259,8,7790,1,4,0,False,1
1,0,259,8,35,0,1,1,False,1
1,0,259,9,7974,1,2,0,False,1
1,0,259,10,7974,1,1,0,False,1
1,0,259,10,7976,0,1,0,False,1
1,0,259,11,7961,1,2,0,False,1
1,0,259,12,7811,1,2,0,False,1
1,0,259,12,7768,1,2,0,False,1
1,0,259,12,7917,1,1,0,False,1
1,0,272,14,7790,3,4,0,False,1
1,0,272,15,7975,4,4,0,False,1
1,0,271,10,7975,3,4,0,False,1
1,0,271,10,7979,1,2,0,False,1
1,0,271,11,7975,3,4,0,False,1
1,0,271,11,7979,1,2,0,False,1
1,0,271,12,7790,8,9,0,False,1
1,0,271,13,7961,2,3,0,False,1
1,0,271,13,7964,1,2,0,False,1
1,0,271,14,7961,4,4,0,False,1
1,0,271,14,7966,3,3,0,False,1
1,0,271,15,7921,1,2,0,False,1
1,0,271,16,7921,1,3,0,False,1
1,0,271,17,7798,2,3,0,False,1
1,0,271,17,7758,0,1,1,False,1
1,0,261,14,7976,1,3,0,False,1
1,0,261,15,7976,1,2,0,False,1
1,0,261,16,7976,1,3,0,False,1
1,0,261,17,7976,2,4,0,False,1
1,0,261,18,7976,1,1,0,False,1
1,0,261,19,7773,1,1,0,False,1
1,0,261,19,7798,1,2,0,False,1
1,0,261,19,9369,0,2,0,False,1
1,0,261,20,9369,1,2,0,False,1
1,0,261,20,7790,5,6,0,False,1
1,0,261,21,7989,1,1,0,False,1
1,0,261,22,7989,2,2,0,False,1
1,0,261,23,7989,1,2,0,False,1
1,0,261,24,7989,1,1,0,False,1
1,0,261,25,7844,1,2,0,False,1
1,0,261,26,36,1,2,0,False,1
1,0,261,26,34,1,3,0,False,1
1,0,261,26,7789,1,150,0,False,1
1,0,261,27,7843,0,2,0,False,1
1,0,261,27,7844,1,1,0,False,1
1,0,261,28,7773,1,2,0,False,1
1,0,261,28,8016,1,2,0,False,1
1,0,259,13,7976,1,3,0,False,1
1,0,259,14,34,2,5,0,False,1
1,0,259,14,7790,6,8,0,False,1
1,0,259,14,8002,0,3,0,False,1
1,0,273,0,7961,2,3,0,False,1
1,0,273,0,7968,1,2,0,False,1
1,0,273,1,7961,1,2,0,False,1
1,0,273,1,7968,2,3,0,False,1
1,0,273,2,7961,1,2,0,False,1
1,0,273,2,7968,2,3,0,False,1
1,0,273,3,7961,1,3,0,False,1
1,0,273,3,7966,1,2,0,False,1
1,0,273,4,55,3,4,0,False,1
1,0,273,4,52,2,4,0,False,1
1,0,273,5,7790,5,6,0,False,1
1,0,273,5,7896,1,3,0,False,1
1,0,273,6,34,1,3,0,False,1
1,0,273,6,36,1,2,0,False,1
1,0,273,7,7824,2,4,0,False,1
1,0,273,8,7824,2,4,0,False,1
1,0,273,9,7824,1,3,0,False,1
1,0,273,9,7787,0,1,1,False,1
1,0,271,18,7790,5,6,0,False,1
1,0,271,18,9412,1,2,0,False,1
1,0,271,18,34,0,1,0,False,1
1,0,271,19,7768,2,4,0,False,1
1,0,271,19,7814,2,3,0,False,1
1,0,261,29,34,2,3,0,False,1
1,0,261,30,8016,2,2,0,False,1
1,0,261,30,7773,2,2,0,False,1
1,0,262,0,55,1,4,0,False,1
1,0,262,0,7790,6,7,0,False,1
1,0,259,15,7976,2,2,0,False,1
1,0,273,10,7979,3,4,0,False,1
1,0,273,10,7975,0,2,0,False,1
1,0,273,11,34,3,5,0,False,1
1,0,273,11,9374,0,2,1,False,1
1,0,273,12,7790,2,3,0,False,1
1,0,273,12,35,0,2,1,False,1
1,0,273,13,7979,2,4,0,False,1
1,0,273,14,7979,1,3,0,False,1
1,0,273,15,7979,2,3,0,False,1
1,0,273,15,7975,1,1,0,False,1
1,0,273,16,7979,1,2,0,False,1
1,0,273,16,7978,1,1,0,False,1
1,0,273,17,7824,3,4,0,False,1
1,0,273,18,35,0,1,1,False,1
1,0,273,18,7790,2,4,0,False,1
1,0,273,19,39,1,2,0,False,1
1,0,273,19,7790,5,8,0,False,1
1,0,271,20,7964,2,3,0,False,1
1,0,262,1,7989,1,2,0,False,1
1,0,262,2,7962,1,3,0,False,1
1,0,262,3,7962,1,3,0,False,1
1,0,315,0,7791,1,1,0,False,1
1,0,315,0,10999,0,1,0,False,1
1,0,315,1,7963,1,3,0,False,1
1,0,315,1,7966,0,1,1,False,1
1,0,315,2,7790,1,5,0,False,1
1,0,315,2,1074,0,2,0,False,1
1,0,273,20,7790,1,4,0,False,1
1,0,273,20,34,1,4,0,False,1
1,0,271,21,9361,1,3,0,False,1
1,0,271,21,7904,1,2,0,False,1
1,0,262,4,7843,1,1,0,False,1
1,0,262,4,7844,1,2,0,False,1
1,0,262,5,7824,1,3,0,False,1
1,0,262,6,7962,1,2,0,False,1
1,0,313,0,7975,1,2,0,False,1
1,0,313,1,7843,1,1,0,False,1
1,0,313,2,8016,1,2,0,False,1
1,0,271,22,7975,1,2,0,False,1
1,0,271,22,7978,0,4,0,False,1
1,0,273,21,52,1,3,0,False,1
1,0,273,21,7791,1,3,0,False,1
1,0,262,7,8016,2,2,0,False,1
1,0,262,8,8016,1,1,0,False,1
1,0,262,8,7844,2,2,0,False,1
1,0,262,9,8016,2,2,0,False,1
1,0,262,10,7989,2,2,0,False,1
1,0,262,11,7843,1,1,0,False,1
1,0,262,11,7844,1,1,0,False,1
1,0,262,12,7989,1,1,0,False,1
1,0,262,13,7790,3,5,0,False,1
1,0,262,13,34,1,5,0,False,1
1,0,262,14,7989,1,2,0,False,1
1,0,262,15,7962,1,1,0,False,1
1,0,262,15,7965,2,2,0,False,1
1,0,262,16,7951,1,1,0,False,1
1,0,313,3,7975,1,2,0,False,1
1,0,313,4,7975,1,1,0,False,1
1,0,262,17,7844,1,1,0,False,1
1,0,262,17,8016,1,2,0,False,1
1,0,262,18,7843,1,1,0,False,1
1,0,262,18,7844,1,1,0,False,1
1,0,262,19,7951,1,2,0,False,1
1,0,262,19,36,0,1,0,False,1
1,0,262,20,7989,1,3,0,False,1
1,0,262,21,7843,1,1,0,False,1
1,0,262,21,7844,2,2,0,False,1
1,0,262,22,7790,0,5,1,False,1
1,0,262,22,35,1,1,0,False,1
1,0,262,23,7962,1,2,0,False,1
1,0,262,24,61,0,2,1,False,1
1,0,262,24,7853,0,2,0,False,1
1,0,262,24,7855,1,2,0,False,1
1,0,325,0,9394,2,3,0,False,1
1,0,325,0,7790,12,15,0,False,1
1,0,278,0,7863,1,2,0,False,1
1,0,278,0,7899,0,2,1,False,1
